ensembl_gene_id	external_gene_name	entrezgene_id	chromosome_name	start_position	end_position
ENSG00000260887	CASC22	283854	chr16	52258564	52280638
ENSG00000277705			chr12	11507162	11507408
ENSG00000256538			chr12	34037232	34058745
ENSG00000258779	LINC01568	100506172	chr16	73386771	73504954
ENSG00000023697	DERA	51071	chr12	15911302	16037381
ENSG00000235742			chr10	117023674	117023851
ENSG00000231138			chr10	123776670	123777749
ENSG00000232935			chr10	127013501	127026475
ENSG00000255268			chr11	49824839	49826724
ENSG00000229775	LINC02624		chr10	106140143	106188722
ENSG00000255193	LINC02726		chr11	23730588	23796970
ENSG00000267474			chr19	14458401	14459366
ENSG00000267241	CYP4F10P		chr19	15664106	15669826
ENSG00000254547	ANKRD33BP6		chr11	55867569	55874537
ENSG00000238215			chr10	72643011	72644650
ENSG00000286289		107984270	chr10	113482069	113492054
ENSG00000230018	PPIAP39		chr10	113482616	113483113
ENSG00000254465	THAP12P4		chr11	23478068	23480430
ENSG00000196932	TMEM26	219623	chr10	61406642	61453381
ENSG00000254472	OR4A49P		chr11	49915013	49915644
ENSG00000272882	OR2BH1P		chr11	28986635	28987498
ENSG00000287538			chr11	50184250	50208794
ENSG00000244267	RPL34P22		chr11	44629357	44629674
ENSG00000279675			chr11	40107244	40112599
ENSG00000146731	CCT6A	908	chr7	56051685	56063989
ENSG00000267379			chr19	14402717	14408723
ENSG00000152409	JMY	133746	chr5	79236131	79327211
ENSG00000262655	SPON1	10418	chr11	13962723	14268133
ENSG00000103460	TOX3	27324	chr16	52436417	52547802
ENSG00000123146	ADGRE5	976	chr19	14380501	14408725
ENSG00000254777			chr8	60910053	60966557
ENSG00000253940			chr5	31065970	31066132
ENSG00000242706	RPS27AP9		chr5	80498534	80498971
ENSG00000108100	CCNY	219771	chr10	35247025	35572669
ENSG00000168621	GDNF	2668	chr5	37812677	37840041
ENSG00000280393			chr8	69938168	69938400
ENSG00000254079	SRSF3P2		chr8	95947781	95948233
ENSG00000285586			chr6	79868402	79870483
ENSG00000220553	RPL5P19		chr6	92013842	92014734
ENSG00000254273			chr8	73511276	73511654
ENSG00000217404	RPS4XP9		chr6	126683036	126683847
ENSG00000253677	UBE2HP1		chr8	81254870	81255229
ENSG00000285579			chr8	70669369	71228629
ENSG00000117971	CHRNB4	1143	chr15	78624111	78727754
ENSG00000254119	LINC02842		chr8	61785047	61944180
ENSG00000118402	ELOVL4	6785	chr6	79914814	79947553
ENSG00000255110			chr11	55279949	55280289
ENSG00000255490	EIF4A2P5		chr11	32085111	32085712
ENSG00000223912	EEF1A1P36		chr6	132271982	132273332
ENSG00000170162	VGLL2	245806	chr6	117265558	117273565
ENSG00000255477			chr11	38498995	38500186
ENSG00000255123	MTND5P21		chr11	11239759	11240280
ENSG00000180543	TSPYL5	85453	chr8	97273488	97277928
ENSG00000255271			chr11	34533014	34557924
ENSG00000254496	CBX3P8		chr11	49406190	49406714
ENSG00000255190	TRIM51DP		chr11	49874945	49876638
ENSG00000270903	HNRNPA3P9		chr11	32591793	32592771
ENSG00000261261			chr16	52622115	52677747
ENSG00000255019	OR5D15P		chr11	55786964	55787905
ENSG00000255109	LINC02740		chr11	42183292	42253721
ENSG00000251142			chr8	57240057	57240541
ENSG00000260695			chr16	65861112	65863784
ENSG00000251308	MRPS33P3		chr4	115142982	115143303
ENSG00000254024			chr8	101461177	101492499
ENSG00000241965	RPS2P25		chr5	85762559	85763138
ENSG00000237054	PRMT5-AS1		chr14	22918947	22926900
ENSG00000124875	CXCL6	6372	chr4	73836640	73849064
ENSG00000230829			chr5	32221932	32222347
ENSG00000156486	KCNS2	3788	chr8	98426958	98432853
ENSG00000243592	RPL17P22		chr5	56136979	56137531
ENSG00000134115	CNTN6	27255	chr3	1092658	1404217
ENSG00000250697			chr5	32888236	33298066
ENSG00000287578			chr6	95917143	96015391
ENSG00000141076	UTP4	84916	chr16	69131291	69231130
ENSG00000169075	BRD7P3		chr6	118501430	118502906
ENSG00000218180	SLC25A5P7		chr6	121653795	121654690
ENSG00000253301	LINC01606		chr8	57142659	57244793
ENSG00000249405			chr5	50858760	50860020
ENSG00000253825			chr4	120035033	120040615
ENSG00000250421			chr5	67699429	67902600
ENSG00000216425	PIMREGP2		chr4	105526596	105527397
ENSG00000236920			chr6	98210020	98214683
ENSG00000174599	TRAM1L1	133022	chr4	117083554	117085576
ENSG00000079950	STX7	8417	chr6	132445867	132513198
ENSG00000164300	SERINC5	256987	chr5	80111651	80256048
ENSG00000259420			chr15	77568970	77608888
ENSG00000286637			chr4	116754453	116921792
ENSG00000274624			chr12	22104491	22105320
ENSG00000100462	PRMT5	10419	chr14	22920525	22929408
ENSG00000256499	LINC02468		chr12	20120980	20136163
ENSG00000230671	NDUFS5P5		chr4	118400514	118400834
ENSG00000169609	C15orf40	123207	chr15	82988441	83011641
ENSG00000250522			chr4	105540190	105552355
ENSG00000249171			chr4	83668510	83731755
ENSG00000147166	ITGB1BP2	26548	chrX	71301750	71305371
ENSG00000244470	RPL6P14		chr4	104886118	104886955
ENSG00000249985			chr4	68907918	68908034
ENSG00000245573	BDNF-AS	497258	chr11	27506830	27698231
ENSG00000121380	BCL2L14	79370	chr12	12049844	12211084
ENSG00000249283	ACTR3BP4		chr4	102961956	102963327
ENSG00000251339			chr4	58780626	58984194
ENSG00000251309			chr4	101976894	102036903
ENSG00000225094	SETP20		chr4	109553243	109554094
ENSG00000133739	LRRCC1	85444	chr8	85107215	85146080
ENSG00000268181			chr7	63396341	63399250
ENSG00000179342			chr7	66505155	66506223
ENSG00000275295			chr7	45303620	45304362
ENSG00000138777	PPA2	27068	chr4	105369077	105474067
ENSG00000231484			chr7	57828331	57837046
ENSG00000232906			chr7	65355934	65357176
ENSG00000286526			chr7	35372349	35379675
ENSG00000224368	ARAFP2		chr7	63404842	63405400
ENSG00000220311	RPL35AP18		chr6	79964215	79964519
ENSG00000229031	MTCO1P25		chr7	69331835	69333633
ENSG00000285536	LINC02838		chr7	48708327	48711582
ENSG00000146410	MTFR2	113115	chr6	136231024	136250335
ENSG00000284452			chr2	495731	496633
ENSG00000255690	TRIL	9865	chr7	28953358	28958330
ENSG00000136274	NACAD	23148	chr7	45080437	45088969
ENSG00000213307	RPL18P11		chr15	78661047	78661576
ENSG00000224208	ZCRB1P1		chrX	71314912	71315879
ENSG00000259594			chr15	81554003	81696780
ENSG00000213706	RHOG2P		chrX	71352418	71352988
ENSG00000275975	Metazoa_SRP		chrX	71368666	71368968
ENSG00000229601			chrX	71413834	71414086
ENSG00000213018	PABPN1P1		chrX	71420083	71420514
ENSG00000199751	Y_RNA		chrX	71491066	71491167
ENSG00000259544			chr15	85726115	85727227
ENSG00000215120	SOCS6P1		chrX	71527814	71530225
ENSG00000279683			chr15	56795382	56795522
ENSG00000186810	CXCR3	2833	chrX	71615916	71618511
ENSG00000100027	YPEL1	29799	chr22	21697536	21735794
ENSG00000230361	VN1R32P		chr7	63377329	63378233
ENSG00000196547	MAN2A2	4122	chr15	90902218	90922584
ENSG00000236261			chr7	57652875	57653208
ENSG00000250923			chr7	57773183	57773381
ENSG00000229424			chr7	36750687	36763081
ENSG00000155962	CLIC2	1193	chrX	155276211	155334657
ENSG00000251451	GTF2IP9		chr7	66407288	66409239
ENSG00000115705	TPO	7173	chr2	1374066	1543711
ENSG00000238090			chr7	33379964	33380886
ENSG00000285741			chr7	51471717	51729716
ENSG00000267500	ZNF887P		chr19	11648364	11652877
ENSG00000225067	RPL23AP2		chr19	15611657	15612122
ENSG00000146729	NIPSNAP2	2631	chr7	55951793	56000181
ENSG00000177599	ZNF491	126069	chr19	11797667	11809622
ENSG00000248393			chr5	82545862	82546310
ENSG00000286365			chr22	21712761	21714013
ENSG00000244671	RN7SL280P		chr22	21722895	21723182
ENSG00000248779			chr5	44752949	44765744
ENSG00000286127			chr22	21737448	21744108
ENSG00000287446			chr22	20348758	20354387
ENSG00000185252	ZNF74	7625	chr22	20394115	20408461
ENSG00000225008	TWF1P2		chrX	155290360	155291353
ENSG00000228986	PHF10P1		chrX	155292169	155293432
ENSG00000223811			chr6	113357003	113367944
ENSG00000230491	SRD5A2P1		chrX	155310247	155310490
ENSG00000164190	NIPBL	25836	chr5	36876769	37066413
ENSG00000228777	LINC02534		chr6	115633540	115643916
ENSG00000224216			chrX	155334858	155351957
ENSG00000105137	SYDE1	85360	chr19	15107401	15114985
ENSG00000216639	RPL7AP35		chr6	105298149	105298895
ENSG00000217067			chr6	62547427	62548272
ENSG00000232389			chr6	70608234	70609334
ENSG00000221190	MIR1184-2	100422985	chrX	155383100	155383198
ENSG00000221603	MIR1184-3	100422977	chrX	155457517	155457615
ENSG00000218153	KRT18P22		chr6	116457323	116458669
ENSG00000277745	H2AB3	83740	chrX	155459415	155460005
ENSG00000001561	ENPP4	22875	chr6	46129989	46146688
ENSG00000224533	TMLHE-AS1	101927830	chrX	155466540	155611616
ENSG00000224533	TMLHE-AS1	100507404	chrX	155466540	155611616
ENSG00000287044			chr6	108441880	108558286
ENSG00000283240			chr12	16661766	16788375
ENSG00000287731			chr6	126719560	126721778
ENSG00000225393			chrX	155468286	155487046
ENSG00000179715	PCED1B	91523	chr12	47079603	47236662
ENSG00000236347			chr6	113531118	113543793
ENSG00000185973	TMLHE	55217	chrX	155489011	155719098
ENSG00000237242	BTF3P15		chr10	109534655	109534990
ENSG00000153989	NUS1	116150	chr6	117675469	117710727
ENSG00000151893	CACUL1	143384	chr10	118674167	118755249
ENSG00000283010			chr6	98829967	98832508
ENSG00000271208			chr6	112234165	112234758
ENSG00000287598			chr6	60789805	60942327
ENSG00000283352	LINC00680-GUSBP4		chr6	57919912	57961382
ENSG00000139044	B4GALNT3	283358	chr12	459939	563509
ENSG00000112701	SENP6	26054	chr6	75601509	75718281
ENSG00000167910	CYP7A1	1581	chr8	58490178	58500163
ENSG00000160994	TEKTL1	126402	chr19	15010726	15023276
ENSG00000237801	AMD1P2		chrX	155828585	155829576
ENSG00000237040	DPH3P2		chrX	155875636	155875885
ENSG00000124333	VAMP7	6845	chrX	155881345	155943769
ENSG00000181274	FRAT2	23401	chr10	97332497	97334729
ENSG00000253171			chr8	87974165	88019113
ENSG00000236762	RPL19P16		chr10	121133090	121133723
ENSG00000287654			chr8	97643366	97643881
ENSG00000272155			chr8	65714334	65714778
ENSG00000282863			chr10	78179174	78675109
ENSG00000253197			chr8	92882984	92965645
ENSG00000127507	ADGRE2	30817	chr19	14732392	14778560
ENSG00000253509			chr8	41275115	41277003
ENSG00000107560	RAB11FIP2	22841	chr10	118004916	118046941
ENSG00000254236			chr8	103020187	103021428
ENSG00000278914			chr8	98391401	98391514
ENSG00000253977	MTCO2P4		chr8	103091263	103091509
ENSG00000254057			chr8	93834454	93846743
ENSG00000253493			chr8	64973488	64973848
ENSG00000250295	RDH10-AS1	101926926	chr8	73297711	73356461
ENSG00000207343	RNU6-225P		chr22	20416797	20416899
ENSG00000277971			chr22	20429241	20446620
ENSG00000259607			chr8	29067279	29068454
ENSG00000197275	RAD54B	25788	chr8	94371960	94475115
ENSG00000099910	KLHL22	84861	chr22	20441519	20495844
ENSG00000197381	ADARB1	104	chr21	45073853	45226560
ENSG00000146733	PSPH	5723	chr7	56011051	56051604
ENSG00000257756	LINC02386	105369717	chr12	30230779	30296707
ENSG00000250210			chr9	138286248	138286430
ENSG00000261707			chr16	77741468	77743000
ENSG00000240760	RPL31P56		chr16	55352721	55353088
ENSG00000260668			chr16	64260570	64261239
ENSG00000227437	RPS8P4		chr10	119638456	119639082
ENSG00000236171	RPL12P26		chr10	117196168	117196654
ENSG00000139842	CUL4A	8451	chr13	113208193	113267108
ENSG00000261404	PSMD7-DT	101928035	chr16	73943078	74296762
ENSG00000188620	HMX3	340784	chr10	123135970	123139423
ENSG00000139209	SLC38A4	55089	chr12	46764761	46832408
ENSG00000170011	MYRIP	25924	chr3	39808914	40260321
ENSG00000181090	EHMT1	79813	chr9	137618992	137870016
ENSG00000203434			chr10	108547975	108561815
ENSG00000228410	ELOCP24		chrX	155978992	155979325
ENSG00000223484	TRPC6P1		chrX	155985370	155986249
ENSG00000270726			chrX	156004218	156022236
ENSG00000234542			chr10	123574227	123583767
ENSG00000274599	DUX4L24		chr10	133670450	133671718
ENSG00000271434			chr10	124447152	124450048
ENSG00000185203	WASIR1		chrX	156014623	156016837
ENSG00000189319	FAM53B	9679	chr10	124619292	124744378
ENSG00000087253	LPCAT2	54947	chr16	55509072	55586666
ENSG00000227159	DDX11L16		chrX	156025664	156027877
ENSG00000102076	OPN1LW	5956	chrX	154144243	154159032
ENSG00000227307			chr10	120925547	120980700
ENSG00000229649	LINC02681	101927419	chr10	101252821	101263550
ENSG00000215493			chr22	20450122	20451824
ENSG00000270294	XIAPP1		chr10	109680442	109681041
ENSG00000255156	RNY1P9		chr22	20475203	20475311
ENSG00000201916	Y_RNA		chr22	20481158	20481268
ENSG00000287361			chr10	128965406	128968740
ENSG00000242876	RN7SL812P		chr22	20481935	20482213
ENSG00000119973	PRLHR	2834	chr10	118589997	118595648
ENSG00000236670	KRT18P5		chr22	20482815	20484105
ENSG00000236003			chr22	20522070	20523870
ENSG00000133433	GSTT2B	653689	chr22	23957414	23961195
ENSG00000138152	BTBD16	118663	chr10	122271296	122338159
ENSG00000277008	TEX28P2		chrX	154159357	154176349
ENSG00000268221	OPN1MW	2652	chrX	154182596	154196861
ENSG00000260640			chr8	97241742	97242204
ENSG00000253784			chr8	72874859	72881740
ENSG00000272328			chr7	8303741	8341343
ENSG00000178665	ZNF713	349075	chr7	55887456	55942530
ENSG00000104517	UBR5	51366	chr8	102252273	102412759
ENSG00000288532			chr12	26315715	26317813
ENSG00000228039			chr22	23963780	23964374
ENSG00000099974	DDTL	100037417	chr22	23966888	23972556
ENSG00000256134	EGLN3P1		chr12	15971890	15972609
ENSG00000255565			chr12	15780068	15782120
ENSG00000256615			chr12	21662313	21760032
ENSG00000065154	OAT	4942	chr10	124397303	124418976
ENSG00000272787			chr22	23969211	23969873
ENSG00000257042			chr12	27958517	27969813
ENSG00000259762			chr15	85750336	85752901
ENSG00000224205	GSTT3P		chr22	23976872	23991421
ENSG00000271418			chr12	27093923	27094223
ENSG00000250470			chr22	23976904	23977585
ENSG00000275286			chr12	44498616	44499158
ENSG00000231589			chr16	62596372	62598449
ENSG00000235689			chr22	24006305	24008258
ENSG00000276431			chr12	30169881	30170091
ENSG00000259847	LINC02126	101927650	chr16	65141751	65176713
ENSG00000103942	HOMER2	9455	chr15	82836946	82986153
ENSG00000270718			chr12	39170646	39170880
ENSG00000224484			chr7	57776972	57777521
ENSG00000258202			chr12	30454919	30492302
ENSG00000274962	TEX28P1		chrX	154196471	154213487
ENSG00000224706	RPS17P13		chr7	37116779	37117185
ENSG00000099991	CABIN1	23523	chr22	24011192	24178628
ENSG00000205857	NANOGNB	360030	chr12	7765216	7774121
ENSG00000168928	CTRB2	440387	chr16	75204103	75207161
ENSG00000277009	TEX28P3		chrX	154233615	154251288
ENSG00000231830			chrX	154333960	154335037
ENSG00000136250	AOAH	313	chr7	36512941	36724549
ENSG00000285018			chrX	154374595	154376934
ENSG00000207165	SNORA70	26778	chrX	154400281	154400415
ENSG00000071859	FAM50A	9130	chrX	154444141	154450654
ENSG00000256686			chr12	25782706	25814171
ENSG00000023734	STRAP	11171	chr12	15882387	15903478
ENSG00000280092			chr16	73005601	73006141
ENSG00000103089	FA2H	79152	chr16	74712955	74774831
ENSG00000276490			chr10	94688154	94853073
ENSG00000170430	MGMT	4255	chr10	129467190	129770983
ENSG00000261278			chr16	60024578	60025141
ENSG00000277770	PLA2G10GP		chr16	15358978	15362674
ENSG00000213318			chr16	75192465	75193247
ENSG00000261376			chr16	80179129	80180682
ENSG00000261749	LINC02180	102467079	chr16	52085210	52099120
ENSG00000148824	MTG1	92170	chr10	133394094	133422520
ENSG00000285538			chr16	77752372	77756681
ENSG00000260135	MMP2-AS1		chr16	55426797	55462297
ENSG00000251463	FKBP4P1		chr4	118193405	118194751
ENSG00000251438			chr4	36311190	36392410
ENSG00000261154	LINC02131		chr16	77590806	77610681
ENSG00000224062	TUBB4BP5		chr4	121451541	121451967
ENSG00000260223			chr16	76107283	76147806
ENSG00000250627	TTC39CP1		chr4	116193997	116194751
ENSG00000245534	RORA-AS1	101928784	chr15	60479152	60630637
ENSG00000286845			chr16	54490281	54491396
ENSG00000261144			chr16	59166951	59167152
ENSG00000033178	UBA6	55236	chr4	67612652	67701155
ENSG00000259791			chr16	35640029	35640582
ENSG00000261227			chr16	73232055	73233970
ENSG00000261774			chr16	72278268	72278568
ENSG00000261436		101927605	chr16	60346478	60499364
ENSG00000276350	MIR6858	102465517	chrX	154450320	154450386
ENSG00000130827	PLXNA3	55558	chrX	154458281	154477779
ENSG00000256995	LINC02955		chr12	22699859	23188807
ENSG00000060303	RPS17P5		chr6	50857255	50857662
ENSG00000228082	SIM1-AS1		chr6	100427118	100437484
ENSG00000260351			chr15	83022571	83090782
ENSG00000112234	FBXL4	26235	chr6	98868535	98948006
ENSG00000259283			chr16	55259969	55333588
ENSG00000248789	LINC02118	105378960	chr5	52008031	52080987
ENSG00000271009			chr16	73060245	73062316
ENSG00000244485	RPL18P13		chr16	76235055	76235623
ENSG00000251573	LINC02106	100287592	chr5	50969217	50970167
ENSG00000073417	PDE8A	5151	chr15	84980440	85139145
ENSG00000131730	CKMT2	1160	chr5	81233320	81266398
ENSG00000118557	PMFBP1	83449	chr16	72112157	72176878
ENSG00000111405	ENDOU	8909	chr12	47709734	47725567
ENSG00000225899	FRG2B	441581	chr10	133623895	133626795
ENSG00000236531			chr7	68091223	68119209
ENSG00000240651	SEPTIN7P4		chr7	63241590	63248321
ENSG00000216817	R3HDM2P2		chr6	104017633	104019748
ENSG00000279785			chr7	66474556	66475749
ENSG00000198833	UBE2J1	51465	chr6	89326625	89352722
ENSG00000287521			chr7	50093279	50094123
ENSG00000237169	RPL12P27		chr10	97309138	97309958
ENSG00000166272	WBP1L	102724307	chr10	102743948	102834516
ENSG00000166272	WBP1L	54838	chr10	102743948	102834516
ENSG00000106070	GRB10	2887	chr7	50590063	50793462
ENSG00000118690	ARMC2	84071	chr6	108848416	108974476
ENSG00000256640			chr12	26800843	26801302
ENSG00000255991	RPL7AP74		chr12	39466442	39467345
ENSG00000234309	SLC25A18P1		chr10	118572871	118573620
ENSG00000279626	DUX4L28		chr10	133664429	133665106
ENSG00000270965	NTAN1P1		chr10	115819842	115820487
ENSG00000188375	H3-5	440093	chr12	31791185	31792298
ENSG00000255836			chr12	7438780	7439990
ENSG00000068383	INPP5A	3632	chr10	132537787	132783480
ENSG00000186009	ATP4B	496	chr13	113648804	113658198
ENSG00000064102	INTS13	55726	chr12	26905181	26938326
ENSG00000102178	UBL4A	8266	chrX	154483717	154486615
ENSG00000250185	RCC2P8		chr4	108788745	108789779
ENSG00000237684	RPSAP35		chr4	117413462	117414279
ENSG00000249465	RBMXP4		chr4	109346326	109347459
ENSG00000126217	MCF2L	23263	chr13	112894378	113099742
ENSG00000173376	NDNF	79625	chr4	121035613	121073021
ENSG00000126903	SLC10A3	8273	chrX	154487306	154490690
ENSG00000285705			chr11	35824192	35838523
ENSG00000255550			chr11	49854080	49859402
ENSG00000255204			chr11	55863932	55881243
ENSG00000214883			chr11	50409042	50422316
ENSG00000254940	OR4A19P		chr11	49920312	49921414
ENSG00000236919	PHKG1P3		chr11	50246554	50247761
ENSG00000232545			chr22	24101689	24103354
ENSG00000177993	ZNRF3-AS1	100874123	chr22	29024999	29031476
ENSG00000163116	STPG2	285555	chr4	97184093	98143476
ENSG00000255086			chr11	26045987	26047598
ENSG00000249776			chr5	92410256	92660863
ENSG00000183762	KREMEN1	83999	chr22	29073035	29168333
ENSG00000264484	RN7SL697P		chrX	154495815	154496113
ENSG00000254668			chr11	41797543	41797964
ENSG00000273041	ATF4P2		chrX	154580926	154581998
ENSG00000254836			chr11	32052843	32053260
ENSG00000232155			chrX	154605858	154605950
ENSG00000228464			chrX	26345236	26346242
ENSG00000286511			chr6	108798929	108837113
ENSG00000240388			chr5	91354478	91354934
ENSG00000277803			chr11	23886135	23893557
ENSG00000231388	FMN2P1		chrX	26496936	26505603
ENSG00000248587	GDNF-AS1		chr5	37811589	37953827
ENSG00000254686			chr11	35656694	35661339
ENSG00000236160			chrX	26657291	26657507
ENSG00000205030	OR5L2	26338	chr11	55827219	55828154
ENSG00000216938	RPL7P58		chrX	26686026	26687955
ENSG00000236683	HMGA1P1		chrX	26748029	26749090
ENSG00000252491	RNU1-142P		chrX	26790142	26790286
ENSG00000283446			chrX	85143427	85156444
ENSG00000276391			chrX	85207187	85210649
ENSG00000085382	HACE1	57531	chr6	104728094	104859919
ENSG00000235461			chrX	85210684	85220021
ENSG00000249855	EEF1A1P19		chr5	43495073	43496454
ENSG00000287447			chr5	93790505	93801320
ENSG00000250422			chr5	45557919	45559986
ENSG00000253251	SHLD3	112441434	chr5	65625027	65630928
ENSG00000147180	ZNF711	7552	chrX	85243991	85273362
ENSG00000283392			chr3	14602035	14641443
ENSG00000225275	NUP210P2		chr3	11900011	11901245
ENSG00000242858	RPL13AP14		chr5	83746388	83746989
ENSG00000250219	LTV1P1		chr4	120091046	120092282
ENSG00000250363	KRT18P21		chr4	115920707	115921978
ENSG00000250816	DCAF13P2		chr5	17202274	17203145
ENSG00000086205	FOLH1	2346	chr11	49145092	49208638
ENSG00000287520			chr4	116720123	116739945
ENSG00000271302			chr4	121118299	121118734
ENSG00000245384	CXXC4-AS1	101929468	chr4	104490849	104734546
ENSG00000152348	ATG10	83734	chr5	81972023	82276857
ENSG00000131378	RFTN1	23180	chr3	16313574	16514026
ENSG00000249717	PARM1-AS1	100507388	chr4	74955974	74970362
ENSG00000226772			chr22	29099041	29111683
ENSG00000200871	RNU6-810P		chr22	29134014	29134120
ENSG00000251952	RNU6-1219P		chr22	29191697	29191808
ENSG00000167778	SPRYD3	84926	chr12	53064316	53079404
ENSG00000249885	ARHGEF38-IT1	100874374	chr4	105561591	105570238
ENSG00000186998	EMID1	129080	chr22	29205896	29259597
ENSG00000232398	TMPRSS11CP		chr4	67766480	67773854
ENSG00000260922			chr16	77234877	77299950
ENSG00000228613			chr2	1546665	1620113
ENSG00000132141	CCT6B	10693	chr17	34927859	34981078
ENSG00000236562	IFITM3P1		chr4	66094142	66094526
ENSG00000227713			chr2	724194	731224
ENSG00000250149			chr4	125676718	126017357
ENSG00000171724	VAT1L	57687	chr16	77788564	77980107
ENSG00000227364			chr2	2729908	2730957
ENSG00000280360			chr2	687799	688348
ENSG00000164089	ETNPPL	64850	chr4	108742048	108763054
ENSG00000286905			chr2	3532008	3558333
ENSG00000230668			chrX	140681106	140689819
ENSG00000203987		100133077	chr9	137867925	137892570
ENSG00000226280			chrX	67373573	67375520
ENSG00000233710			chrX	67533163	67533987
ENSG00000234201	BMI1P1		chrX	67791955	67792895
ENSG00000107290	SETX	23064	chr9	132261356	132354986
ENSG00000123570	RAB9B	51209	chrX	103822327	103832257
ENSG00000171853	TRAPPC12	51112	chr2	3379675	3485094
ENSG00000222419	RNA5SP511		chrX	103850797	103850911
ENSG00000231787	H2BP9		chrX	103904322	103904754
ENSG00000276298			chrX	103909126	103909449
ENSG00000234345	ELF2P1		chrX	103910305	103911352
ENSG00000158427	TMSB15B	286527	chrX	103918896	103966712
ENSG00000178573	MAF	4094	chr16	79585843	79600737
ENSG00000269986			chr16	63066526	63066990
ENSG00000103047	TANGO6	79613	chr16	68843531	69085182
ENSG00000257700			chr12	52692605	52696788
ENSG00000255871			chr12	16693800	16695977
ENSG00000257510	LINC02402		chr12	42615221	42646547
ENSG00000257319	DBX2-AS1		chr12	45050901	45103107
ENSG00000257292			chr12	38205098	38206009
ENSG00000259132			chr14	22946270	22982258
ENSG00000230312	SLC25A53P1		chrX	103928099	103929017
ENSG00000285732			chr12	39611819	39614648
ENSG00000227067	DPPA3P1		chrX	103961811	103962279
ENSG00000255858			chr12	26301098	26304645
ENSG00000282840			chrX	11668401	11757718
ENSG00000256321		101928441	chr12	23175648	23191587
ENSG00000223418	LIMK2P1		chrX	11704123	11705590
ENSG00000227143	LINC01153	101927889	chr10	121178700	121185966
ENSG00000258457	AJUBA-DT		chr14	22982698	22999078
ENSG00000131982	UBE2L2		chr12	20449655	20450083
ENSG00000277687			chr10	118692361	118693535
ENSG00000182022	CHST15	51363	chr10	124007668	124093598
ENSG00000135447	PPP1R1A	5502	chr12	54575387	54588659
ENSG00000250827	MFSD4BP1		chr5	52579555	52581106
ENSG00000100802	C14orf93	60686	chr14	22985894	23010166
ENSG00000113319	RASGRF2	5924	chr5	80960363	81230162
ENSG00000123159	GIPC1	10755	chr19	14477760	14496149
ENSG00000005302	MSL3	10943	chrX	11758159	11775772
ENSG00000287455			chr12	17066368	17075631
ENSG00000274723			chr12	46970504	46972155
ENSG00000286671			chr12	44499961	44503596
ENSG00000260726	KLF8P1		chr16	48718083	48719143
ENSG00000148344	PTGES	9536	chr9	129738331	129753042
ENSG00000139173	TMEM117	84216	chr12	43835967	44389762
ENSG00000259873			chr16	82434828	82435381
ENSG00000279427			chr16	52436772	52437474
ENSG00000272330			chr16	73014319	73014476
ENSG00000228707			chr9	116012361	116012965
ENSG00000152910	CNTNAP4	85445	chr16	76277278	76560757
ENSG00000260970			chr9	119495375	119524125
ENSG00000223729	LINC02247	105376310	chr9	134293931	134295397
ENSG00000236521	NPAP1P4		chr9	80357029	80360338
ENSG00000136828	RALGPS1	9649	chr9	126914774	127223166
ENSG00000164037	SLC9B1	150159	chr4	102885048	103019719
ENSG00000182551	ADI1	55256	chr2	3497366	3519531
ENSG00000278831			chr10	124623353	124624079
ENSG00000232823	TXNP1		chr10	119683127	119683823
ENSG00000231482			chr2	1366234	1580747
ENSG00000228391			chr2	2870558	2871231
ENSG00000230515			chr2	7671604	7672246
ENSG00000234423	LINC01250	101927554	chr2	2895048	3126026
ENSG00000257987	SPMIP11	255411	chr12	48727435	48765790
ENSG00000233296	TMEM18-DT	105373354	chr2	677186	697382
ENSG00000264431			chr17	22693325	22694831
ENSG00000263435			chr17	33976531	33980851
ENSG00000226049	TLK2P1		chr17	34036681	34039872
ENSG00000170293	CMTM8	152189	chr3	32238679	32370321
ENSG00000257616			chr12	52730425	52732865
ENSG00000256185			chr12	26335864	26336950
ENSG00000138162	TACC2	10579	chr10	121989163	122254545
ENSG00000264643			chr17	33680577	33680883
ENSG00000187172	BAGE2		chr21	10454134	10516431
ENSG00000225942	LINC01875	101927362	chr2	545805	546667
ENSG00000276023	DUSP14	11072	chr17	37489891	37513501
ENSG00000231173			chr2	741977	749856
ENSG00000151229	SLC2A13	114134	chr12	39755025	40106089
ENSG00000259575			chr15	61211913	61214231
ENSG00000232979			chr2	7735645	7735783
ENSG00000259532			chr15	70748932	70754177
ENSG00000258954			chr15	91532891	91535095
ENSG00000259700			chr15	48810701	48811909
ENSG00000236172	MIR7515HG	102800315	chr2	6615389	6651104
ENSG00000286897			chr15	58749923	58761004
ENSG00000260235			chr15	75624793	75625690
ENSG00000259560			chr15	87325829	87703852
ENSG00000290523			chr21	10413477	10491615
ENSG00000100263	RHBDD3	25807	chr22	29259872	29268209
ENSG00000286579			chr3	4269153	4311495
ENSG00000238008	COX6CP10		chr3	33554636	33554859
ENSG00000283563			chr3	28349178	29767537
ENSG00000259175		101929586	chr15	80554609	80562944
ENSG00000127529	OR7C2	26658	chr19	14941489	14942448
ENSG00000169330	MINAR1	23251	chr15	79432336	79472304
ENSG00000005156	LIG3	3980	chr17	34980512	35009743
ENSG00000186115	CYP4F2	8529	chr19	15878023	15898077
ENSG00000234117			chr6	116492297	116497099
ENSG00000154783	FGD5	152273	chr3	14810853	14934571
ENSG00000224984			chr6	54840118	54840855
